block_idx,model_ns,block_ns,frames_processed,overrun,warmup
3419,13291,17917,16,0,0
3420,13417,17791,16,0,0
3421,13542,18166,16,0,0
3422,13333,17708,16,0,0
3423,13333,17916,16,0,0
3424,13250,17667,16,0,0
3425,13375,17958,16,0,0
3426,13791,18334,16,0,0
3427,13417,17916,16,0,0
3428,13458,17958,16,0,0
3429,13917,18500,16,0,0
3430,13625,18084,16,0,0
3431,13292,17875,16,0,0
3432,13833,18375,16,0,0
3433,13375,17959,16,0,0
3434,13292,17792,16,0,0
3435,13333,17875,16,0,0
3436,13625,18250,16,0,0
3437,14166,18792,16,0,0
3438,13750,18208,16,0,0
3439,13750,18334,16,0,0
3440,13417,17833,16,0,0
3441,13666,18209,16,0,0
3442,13541,18042,16,0,0
3443,13417,18042,16,0,0
3444,13292,17834,16,0,0
3445,13292,17875,16,0,0
3446,13334,17875,16,0,0
3447,13333,17875,16,0,0
3448,13375,17750,16,0,0
3449,13250,17833,16,0,0
3450,13417,17833,16,0,0
3451,13167,17791,16,0,0
3452,13292,17791,16,0,0
3453,13417,17959,16,0,0
3454,13541,17958,16,0,0
3455,13750,18417,16,0,0
3456,13583,18083,16,0,0
3457,13583,18167,16,0,0
3458,13417,17958,16,0,0
3459,13375,18000,16,0,0
3460,13334,17833,16,0,0
3461,13417,17958,16,0,0
3462,13375,17833,16,0,0
3463,13375,18041,16,0,0
3464,13250,17792,16,0,0
3465,13375,18041,16,0,0
3466,13417,17833,16,0,0
3467,13250,17875,16,0,0
3468,13375,17958,16,0,0
3469,13250,17958,16,0,0
3470,13416,17917,16,0,0
3471,13333,17916,16,0,0
3472,13250,17667,16,0,0
3473,13125,17792,16,0,0
3474,13292,17792,16,0,0
3475,13292,17875,16,0,0
3476,13416,17958,16,0,0
3477,13375,18000,16,0,0
3478,13333,17792,16,0,0
3479,13333,17958,16,0,0
3480,13208,17791,16,0,0
3481,13291,17708,16,0,0
3482,13375,17833,16,0,0
3483,13250,17792,16,0,0
3484,13500,18083,16,0,0
3485,13125,17625,16,0,0
3486,13416,17916,16,0,0
3487,13167,17792,16,0,0
3488,13291,17750,16,0,0
3489,13208,17709,16,0,0
3490,13250,17708,16,0,0
3491,13333,18083,16,0,0
3492,13292,17833,16,0,0
3493,13500,17958,16,0,0
3494,13417,18041,16,0,0
3495,13375,17959,16,0,0
3496,13250,17667,16,0,0
3497,13333,17875,16,0,0
3498,13375,17875,16,0,0
3499,13375,17917,16,0,0
3500,13334,17792,16,0,0
3501,13250,17875,16,0,0
3502,13292,17875,16,0,0
3503,13208,17667,16,0,0
3504,13542,18000,16,0,0
3505,13291,17834,16,0,0
3506,13250,17792,16,0,0
3507,13292,17791,16,0,0
3508,13416,17917,16,0,0
3509,13250,17792,16,0,0
3510,13250,17667,16,0,0
3511,13208,17834,16,0,0
3512,13292,17833,16,0,0
3513,13333,17833,16,0,0
3514,13417,17792,16,0,0
3515,13375,17917,16,0,0
3516,13333,17792,16,0,0
3517,13209,17791,16,0,0
3518,13375,17875,16,0,0
3519,13292,17958,16,0,0
3520,13625,18125,16,0,0
3521,13250,17833,16,0,0
3522,13334,17833,16,0,0
3523,13458,18083,16,0,0
3524,13500,18084,16,0,0
3525,13250,17750,16,0,0
3526,13208,17667,16,0,0
3527,13250,17792,16,0,0
3528,13667,18125,16,0,0
3529,13375,17875,16,0,0
3530,13417,17958,16,0,0
3531,13250,17875,16,0,0
3532,13250,17791,16,0,0
3533,13292,17750,16,0,0
3534,13417,17875,16,0,0
3535,13500,18125,16,0,0
3536,13375,17833,16,0,0
3537,13250,17833,16,0,0
3538,13042,17458,16,0,0
3539,13208,17709,16,0,0
3540,14209,18917,16,0,0
3541,13667,18166,16,0,0
3542,13417,18000,16,0,0
3543,13042,17542,16,0,0
3544,13250,17875,16,0,0
3545,13208,17709,16,0,0
3546,15042,20417,16,0,0
3547,13416,17958,16,0,0
3548,13417,17875,16,0,0
3549,13292,18084,16,0,0
3550,13417,18125,16,0,0
3551,13292,17833,16,0,0
3552,13333,17834,16,0,0
3553,13292,17875,16,0,0
3554,13250,17750,16,0,0
3555,13291,17875,16,0,0
3556,13334,17791,16,0,0
3557,13458,18125,16,0,0
3558,13333,17750,16,0,0
3559,13333,17875,16,0,0
3560,13584,18125,16,0,0
3561,13333,17875,16,0,0
3562,13583,18042,16,0,0
3563,13417,17958,16,0,0
3564,13334,17875,16,0,0
3565,13500,18000,16,0,0
3566,13375,17917,16,0,0
3567,13333,18000,16,0,0
3568,13291,17791,16,0,0
3569,13459,18041,16,0,0
3570,13250,17750,16,0,0
3571,13250,17792,16,0,0
3572,13250,17833,16,0,0
3573,13250,17792,16,0,0
3574,13292,17834,16,0,0
3575,13333,17958,16,0,0
3576,13333,17833,16,0,0
3577,13333,17875,16,0,0
3578,13417,17959,16,0,0
3579,13333,17959,16,0,0
3580,13542,18042,16,0,0
3581,13292,17917,16,0,0
3582,13334,17833,16,0,0
3583,13250,17750,16,0,0
3584,13250,17667,16,0,0
3585,13291,17792,16,0,0
3586,13292,17833,16,0,0
3587,13583,18208,16,0,0
3588,13292,17833,16,0,0
3589,13375,18000,16,0,0
3590,13375,17916,16,0,0
3591,14083,18750,16,0,0
3592,13375,17833,16,0,0
3593,13333,17833,16,0,0
3594,13334,17834,16,0,0
3595,13333,17833,16,0,0
3596,13333,17833,16,0,0
3597,13208,17667,16,0,0
3598,13416,17875,16,0,0
3599,13417,18000,16,0,0
3600,13333,17708,16,0,0
3601,13292,17875,16,0,0
3602,13292,17792,16,0,0
3603,13250,17917,16,0,0
3604,13375,17875,16,0,0
3605,13375,18042,16,0,0
3606,13250,17792,16,0,0
3607,13583,18167,16,0,0
3608,13292,17791,16,0,0
3609,13292,17833,16,0,0
3610,13209,17750,16,0,0
3611,13334,17833,16,0,0
3612,13375,18042,16,0,0
3613,13417,18000,16,0,0
3614,13375,17833,16,0,0
3615,13292,17792,16,0,0
3616,13250,17750,16,0,0
3617,13209,17792,16,0,0
3618,13292,17792,16,0,0
3619,13333,17917,16,0,0
3620,13375,17916,16,0,0
3621,13292,17875,16,0,0
3622,13333,17833,16,0,0
3623,13292,17917,16,0,0
3624,13250,17833,16,0,0
3625,13334,17833,16,0,0
3626,13250,17750,16,0,0
3627,13416,18042,16,0,0
3628,13292,17750,16,0,0
3629,13208,17792,16,0,0
3630,13375,17917,16,0,0
3631,13417,17875,16,0,0
3632,13250,17708,16,0,0
3633,13250,17833,16,0,0
3634,13417,17917,16,0,0
3635,13250,17875,16,0,0
3636,13333,17916,16,0,0
3637,13375,17875,16,0,0
3638,13209,17666,16,0,0
3639,13167,17667,16,0,0
3640,13375,17958,16,0,0
3641,13292,17750,16,0,0
3642,13375,17833,16,0,0
3643,13292,17875,16,0,0
3644,13125,17625,16,0,0
3645,13375,17958,16,0,0
3646,13333,17791,16,0,0
3647,13833,18500,16,0,0
3648,13292,17750,16,0,0
3649,13291,17833,16,0,0
3650,13292,17792,16,0,0
3651,13208,17750,16,0,0
3652,13292,17833,16,0,0
3653,13375,17917,16,0,0
3654,13375,17833,16,0,0
3655,13292,17875,16,0,0
3656,13500,18125,16,0,0
3657,13208,17833,16,0,0
3658,13250,17667,16,0,0
3659,13083,17583,16,0,0
3660,13584,17958,16,0,0
3661,13625,18209,16,0,0
3662,13542,18042,16,0,0
3663,13333,18208,16,0,0
3664,13167,17625,16,0,0
3665,13167,17750,16,0,0
3666,13292,17875,16,0,0
3667,13833,18875,16,0,0
3668,14000,18750,16,0,0
3669,13208,17709,16,0,0
3670,13333,17833,16,0,0
3671,13416,17833,16,0,0
3672,13417,18000,16,0,0
3673,13292,17709,16,0,0
3674,13250,17791,16,0,0
3675,13417,18167,16,0,0
3676,13291,17750,16,0,0
3677,13375,17834,16,0,0
3678,49666,54333,16,0,0
3679,13542,18375,16,0,0
3680,13208,17667,16,0,0
3681,13333,17917,16,0,0
3682,13125,17583,16,0,0
3683,13250,17834,16,0,0
3684,13583,17958,16,0,0
3685,13292,17834,16,0,0
3686,13333,17833,16,0,0
3687,13292,17875,16,0,0
3688,13416,17917,16,0,0
3689,13250,54125,16,0,0
3690,13666,18208,16,0,0
3691,13541,18042,16,0,0
3692,13250,17791,16,0,0
3693,13333,17792,16,0,0
3694,13375,17875,16,0,0
3695,13209,17667,16,0,0
3696,13292,17833,16,0,0
3697,13333,17917,16,0,0
3698,13208,17792,16,0,0
3699,13291,17750,16,0,0
3700,13208,17750,16,0,0
3701,13542,18209,16,0,0
3702,13333,17916,16,0,0
3703,13459,17959,16,0,0
3704,13625,18125,16,0,0
3705,13291,17916,16,0,0
3706,13292,17750,16,0,0
3707,13166,17750,16,0,0
3708,13292,17833,16,0,0
3709,13292,17792,16,0,0
3710,13500,17917,16,0,0
3711,13417,17958,16,0,0
3712,13417,18250,16,0,0
3713,13292,17917,16,0,0
3714,13583,17959,16,0,0
3715,13375,17917,16,0,0
3716,13334,17750,16,0,0
3717,13209,17750,16,0,0
3718,13166,17625,16,0,0
3719,13375,17959,16,0,0
3720,13125,17542,16,0,0
3721,13167,17833,16,0,0
3722,13375,17916,16,0,0
3723,13958,18583,16,0,0
3724,13417,17958,16,0,0
3725,13250,17791,16,0,0
3726,13167,17791,16,0,0
3727,13250,17625,16,0,0
3728,13250,17792,16,0,0
3729,13333,17875,16,0,0
3730,13292,18000,16,0,0
3731,13250,17833,16,0,0
3732,13084,17667,16,0,0
3733,13292,17750,16,0,0
3734,13250,17875,16,0,0
3735,13250,17625,16,0,0
3736,13208,17916,16,0,0
3737,13333,17833,16,0,0
3738,13291,17750,16,0,0
3739,13208,17750,16,0,0
3740,13292,17959,16,0,0
3741,13458,17958,16,0,0
3742,13250,17875,16,0,0
3743,13416,17833,16,0,0
3744,13167,17834,16,0,0
3745,13375,17916,16,0,0
3746,13542,18167,16,0,0
3747,13333,17792,16,0,0
3748,13208,17875,16,0,0
3749,13542,18042,16,0,0
3750,13167,17625,16,0,0
3751,13417,17958,16,0,0
3752,13375,17917,16,0,0
3753,13333,17833,16,0,0
3754,13292,17875,16,0,0
3755,13333,17875,16,0,0
3756,13334,17917,16,0,0
3757,13334,17750,16,0,0
3758,13292,17834,16,0,0
3759,13250,17833,16,0,0
3760,13208,17834,16,0,0
3761,13250,17625,16,0,0
3762,13500,18125,16,0,0
3763,13375,17916,16,0,0
3764,13334,18167,16,0,0
3765,13209,17708,16,0,0
3766,13292,17834,16,0,0
3767,13333,17875,16,0,0
3768,13292,17833,16,0,0
3769,13208,17667,16,0,0
3770,13375,17916,16,0,0
3771,13417,18042,16,0,0
3772,13334,17833,16,0,0
3773,13333,17833,16,0,0
3774,13334,17875,16,0,0
3775,13417,17959,16,0,0
3776,13416,18000,16,0,0
3777,13250,17750,16,0,0
3778,13292,17916,16,0,0
3779,13167,17625,16,0,0
3780,13166,17875,16,0,0
3781,13291,17875,16,0,0
3782,13209,17750,16,0,0
3783,13291,17625,16,0,0
3784,13333,17917,16,0,0
3785,13166,17750,16,0,0
3786,13250,17708,16,0,0
3787,13250,17750,16,0,0
3788,13167,17709,16,0,0
3789,13333,17833,16,0,0
3790,13417,17959,16,0,0
3791,13250,17708,16,0,0
3792,13250,17875,16,0,0
3793,13292,17750,16,0,0
3794,13291,17792,16,0,0
3795,13417,18000,16,0,0
3796,13291,17833,16,0,0
3797,13333,17833,16,0,0
3798,13250,17834,16,0,0
3799,13333,17833,16,0,0
3800,13250,17917,16,0,0
3801,13375,18042,16,0,0
3802,13459,18083,16,0,0
3803,13250,17708,16,0,0
3804,13250,17875,16,0,0
3805,13292,17791,16,0,0
3806,13333,17958,16,0,0
3807,13291,17750,16,0,0
3808,13417,17958,16,0,0
3809,13333,17875,16,0,0
3810,13458,18042,16,0,0
3811,13333,17834,16,0,0
3812,13209,17750,16,0,0
3813,13666,18166,16,0,0
3814,13083,17708,16,0,0
3815,13375,17750,16,0,0
3816,13542,18458,16,0,0
3817,13709,18542,16,0,0
3818,13500,18125,16,0,0
3819,13333,17875,16,0,0
3820,13292,18208,16,0,0
3821,13417,17875,16,0,0
3822,13458,18125,16,0,0
3823,13292,17750,16,0,0
3824,13500,18084,16,0,0
3825,13417,18000,16,0,0
3826,13333,17875,16,0,0
3827,13333,17792,16,0,0
3828,13250,17750,16,0,0
3829,13542,18000,16,0,0
3830,13250,17834,16,0,0
3831,13583,18083,16,0,0
3832,13333,17875,16,0,0
3833,13584,18084,16,0,0
3834,13250,17750,16,0,0
3835,13208,17667,16,0,0
3836,13625,18167,16,0,0
3837,13292,17750,16,0,0
3838,13542,18167,16,0,0
3839,13291,17875,16,0,0
3840,13459,17875,16,0,0
3841,13583,18083,16,0,0
3842,13625,18042,16,0,0
3843,13375,17958,16,0,0
3844,13458,18000,16,0,0
3845,13541,18041,16,0,0
3846,13375,17875,16,0,0
3847,13166,17708,16,0,0
3848,13459,17959,16,0,0
3849,13375,18000,16,0,0
3850,13292,17750,16,0,0
3851,13667,18292,16,0,0
3852,13250,17791,16,0,0
3853,13375,17875,16,0,0
3854,13208,17792,16,0,0
3855,13292,17834,16,0,0
3856,13375,17875,16,0,0
3857,13333,18000,16,0,0
3858,13334,17750,16,0,0
3859,13292,17875,16,0,0
3860,13292,17750,16,0,0
3861,13167,17666,16,0,0
3862,13333,17792,16,0,0
3863,13333,17958,16,0,0
3864,13375,17833,16,0,0
3865,13333,17833,16,0,0
3866,13833,18834,16,0,0
3867,13334,18000,16,0,0
3868,13417,17958,16,0,0
3869,13292,17958,16,0,0
3870,13291,17750,16,0,0
3871,13333,17917,16,0,0
3872,13291,17833,16,0,0
3873,13250,17791,16,0,0
3874,13333,17791,16,0,0
3875,13375,17916,16,0,0
3876,13292,17750,16,0,0
3877,13667,18208,16,0,0
3878,13375,17959,16,0,0
3879,13250,17750,16,0,0
3880,13375,17792,16,0,0
3881,13583,18250,16,0,0
3882,13208,17666,16,0,0
3883,13292,17833,16,0,0
3884,13292,17834,16,0,0
3885,13250,17833,16,0,0
3886,13375,17917,16,0,0
3887,13333,17917,16,0,0
3888,13292,17792,16,0,0
3889,13209,17750,16,0,0
3890,13417,17875,16,0,0
3891,13250,17750,16,0,0
3892,13250,17750,16,0,0
3893,13167,17709,16,0,0
3894,13250,17792,16,0,0
3895,13208,17833,16,0,0
3896,13292,17791,16,0,0
3897,16125,20667,16,0,0
3898,21292,26209,16,0,0
3899,20625,25792,16,0,0
3900,21042,27000,16,0,0
3901,20125,25750,16,0,0
3902,20417,25333,16,0,0
3903,19500,25000,16,0,0
3904,23208,28708,16,0,0
3905,19625,25666,16,0,0
3906,21500,27083,16,0,0
3907,18625,23916,16,0,0
3908,20375,26042,16,0,0
3909,19959,25834,16,0,0
3910,20625,26625,16,0,0
3911,19541,24917,16,0,0
3912,19250,25000,16,0,0
3913,18042,23416,16,0,0
3914,17792,22916,16,0,0
3915,18083,23584,16,0,0
3916,18833,24458,16,0,0
3917,17208,22666,16,0,0
3918,17625,22667,16,0,0
3919,17042,21833,16,0,0
3920,18500,23334,16,0,0
3921,20375,25583,16,0,0
3922,18125,24625,16,0,0
3923,18125,23709,16,0,0
3924,17041,22042,16,0,0
3925,16708,22250,16,0,0
3926,17792,23166,16,0,0
3927,18125,23833,16,0,0
3928,20208,25500,16,0,0
3929,17041,23417,16,0,0
3930,18625,23625,16,0,0
3931,18708,23542,16,0,0
3932,18042,23042,16,0,0
3933,16583,21792,16,0,0
3934,17500,22750,16,0,0
3935,17083,22667,16,0,0
3936,18875,24459,16,0,0
3937,17125,22709,16,0,0
3938,17500,22208,16,0,0
3939,17250,22417,16,0,0
3940,21042,26375,16,0,0
3941,21792,26708,16,0,0
3942,18917,23709,16,0,0
3943,19375,25292,16,0,0
3944,22958,28875,16,0,0
3945,21791,27375,16,0,0
3946,21792,26625,16,0,0
3947,17542,23083,16,0,0
3948,20834,26584,16,0,0
3949,19167,24041,16,0,0
3950,14583,19500,16,0,0
3951,16417,21917,16,0,0
3952,18208,23917,16,0,0
3953,16333,21416,16,0,0
3954,18917,23958,16,0,0
3955,17250,22166,16,0,0
3956,16875,22000,16,0,0
3957,20917,27208,16,0,0
3958,15750,21208,16,0,0
3959,17041,22209,16,0,0
3960,20583,26666,16,0,0
3961,21625,27083,16,0,0
3962,19292,24667,16,0,0
3963,19417,25041,16,0,0
3964,20792,26833,16,0,0
3965,19625,26083,16,0,0
3966,21542,27584,16,0,0
3967,17250,23417,16,0,0
3968,16833,23375,16,0,0
3969,19958,25459,16,0,0
3970,20458,26041,16,0,0
3971,18583,24583,16,0,0
3972,17959,23375,16,0,0
3973,19458,25416,16,0,0
3974,18416,24291,16,0,0
3975,16708,22875,16,0,0
3976,23250,29333,16,0,0
3977,16625,23125,16,0,0
3978,16666,21542,16,0,0
3979,19041,24417,16,0,0
3980,20209,25625,16,0,0
3981,17292,22084,16,0,0
3982,18333,24125,16,0,0
3983,19875,25000,16,0,0
3984,19125,25666,16,0,0
3985,18333,24708,16,0,0
3986,17375,22333,16,0,0
3987,22667,29500,16,0,0
3988,17042,21875,16,0,0
3989,20084,25292,16,0,0
3990,21917,28208,16,0,0
3991,17375,22458,16,0,0
3992,19791,25667,16,0,0
3993,22833,28000,16,0,0
3994,21167,26334,16,0,0
3995,20208,26000,16,0,0
3996,20667,26500,16,0,0
3997,19792,24958,16,0,0
3998,25459,31875,16,0,0
3999,18708,23417,16,0,0
4000,22583,27875,16,0,0
4001,20750,26416,16,0,0
4002,22416,27416,16,0,0
4003,19584,26000,16,0,0
4004,19334,24500,16,0,0
4005,21250,26417,16,0,0
4006,21792,27167,16,0,0
4007,19667,25041,16,0,0
4008,21834,26792,16,0,0
4009,22791,28959,16,0,0
4010,18375,23250,16,0,0
4011,20750,25625,16,0,0
4012,20875,25625,16,0,0
4013,20959,26750,16,0,0
4014,20583,25208,16,0,0
4015,21500,28458,16,0,0
4016,22125,27750,16,0,0
4017,19167,25000,16,0,0
4018,20666,25792,16,0,0
4019,21958,27208,16,0,0
4020,21958,28916,16,0,0
4021,20959,26333,16,0,0
4022,20500,25875,16,0,0
4023,16125,21708,16,0,0
4024,18041,22750,16,0,0
4025,21083,26292,16,0,0
4026,18458,23875,16,0,0
4027,20334,25500,16,0,0
4028,21833,27291,16,0,0
4029,19250,25208,16,0,0
4030,21125,27709,16,0,0
4031,22333,30042,16,0,0
4032,17500,22125,16,0,0
4033,17541,22459,16,0,0
4034,18417,23333,16,0,0
4035,22292,27708,16,0,0
4036,22541,28583,16,0,0
4037,17750,23625,16,0,0
4038,21750,27750,16,0,0
4039,20041,25792,16,0,0
4040,18417,24333,16,0,0
4041,18542,23917,16,0,0
4042,24250,31708,16,0,0
4043,18667,24542,16,0,0
4044,21500,27167,16,0,0
4045,20750,26167,16,0,0
4046,21292,26875,16,0,0
4047,22084,27167,16,0,0
4048,21375,27917,16,0,0
4049,19250,24958,16,0,0
4050,20584,25750,16,0,0
4051,19000,23791,16,0,0
4052,21167,26667,16,0,0
4053,22791,29250,16,0,0
4054,18292,23209,16,0,0
4055,22375,28041,16,0,0
4056,20250,26250,16,0,0
4057,21583,27250,16,0,0
4058,18916,25000,16,0,0
4059,21542,27000,16,0,0
4060,20584,26333,16,0,0
4061,19792,26000,16,0,0
4062,20000,25166,16,0,0
4063,19667,24750,16,0,0
4064,23459,31208,16,0,0
4065,16125,21375,16,0,0
4066,19041,24666,16,0,0
4067,19583,25875,16,0,0
4068,18583,24500,16,0,0
4069,20292,25375,16,0,0
4070,21333,27000,16,0,0
4071,20916,27875,16,0,0
4072,24709,30000,16,0,0
4073,20167,26750,16,0,0
4074,18333,23792,16,0,0
4075,24250,30833,16,0,0
4076,16667,22000,16,0,0
4077,20209,25750,16,0,0
4078,22583,28459,16,0,0
4079,18333,23333,16,0,0
4080,19500,24959,16,0,0
4081,20167,25375,16,0,0
4082,21500,27292,16,0,0
4083,17458,22500,16,0,0
4084,19041,24166,16,0,0
4085,16792,21958,16,0,0
4086,24458,31875,16,0,0
4087,16750,22334,16,0,0
4088,17750,23083,16,0,0
4089,20709,27166,16,0,0
4090,17292,22875,16,0,0
4091,18958,24333,16,0,0
4092,20167,27000,16,0,0
4093,15375,21208,16,0,0
4094,17000,22917,16,0,0
4095,20875,26208,16,0,0
4096,22625,28541,16,0,0
4097,20583,27459,16,0,0
4098,18959,23791,16,0,0
4099,21291,28167,16,0,0
4100,17958,23583,16,0,0
4101,19417,25917,16,0,0
4102,19584,24875,16,0,0
4103,21042,26125,16,0,0
4104,20250,25958,16,0,0
4105,20125,25709,16,0,0
4106,19833,24833,16,0,0
4107,20167,25208,16,0,0
4108,25666,31625,16,0,0
4109,19000,24042,16,0,0
4110,21292,26416,16,0,0
4111,19708,25625,16,0,0
4112,18542,23417,16,0,0
4113,19125,24833,16,0,0
4114,18792,23750,16,0,0
4115,19708,24875,16,0,0
4116,19875,25541,16,0,0
4117,22125,27542,16,0,0
4118,18958,24541,16,0,0
4119,22833,29500,16,0,0
4120,18042,23000,16,0,0
4121,19167,25000,16,0,0
4122,18459,23625,16,0,0
4123,19667,24750,16,0,0
4124,18291,23875,16,0,0
4125,17792,22791,16,0,0
4126,18083,23791,16,0,0
4127,18125,23167,16,0,0
4128,16416,22167,16,0,0
4129,18875,24208,16,0,0
4130,22000,29208,16,0,0
4131,18084,23417,16,0,0
4132,21292,26667,16,0,0
4133,18709,24167,16,0,0
4134,18000,23375,16,0,0
4135,16583,21458,16,0,0
4136,17625,22875,16,0,0
4137,17042,21917,16,0,0
4138,16917,22250,16,0,0
4139,17291,22500,16,0,0
4140,19375,24792,16,0,0
4141,123875,129458,16,0,0
4142,20042,25458,16,0,0
4143,19083,24500,16,0,0
4144,20459,26417,16,0,0
4145,19666,25042,16,0,0
4146,18083,23708,16,0,0
4147,16084,21250,16,0,0
4148,20250,25959,16,0,0
4149,18833,24042,16,0,0
4150,17625,22292,16,0,0
4151,17250,22792,16,0,0
4152,151042,157250,16,0,0
4153,20875,25792,16,0,0
4154,20625,25583,16,0,0
4155,18541,23959,16,0,0
4156,18125,23458,16,0,0
4157,16834,22250,16,0,0
4158,17458,23084,16,0,0
4159,16041,20709,16,0,0
4160,17125,22125,16,0,0
4161,16583,21500,16,0,0
4162,18167,22875,16,0,0
4163,18000,23708,16,0,0
4164,20917,26583,16,0,0
4165,19833,24833,16,0,0
4166,17916,23250,16,0,0
4167,18500,23833,16,0,0
4168,17792,23667,16,0,0
4169,17583,22875,16,0,0
4170,17667,22541,16,0,0
4171,17125,22333,16,0,0
4172,17875,22792,16,0,0
4173,19542,24833,16,0,0
4174,23250,141125,16,0,0
4175,15958,20584,16,0,0
4176,21250,26417,16,0,0
4177,17583,23125,16,0,0
4178,18875,24708,16,0,0
4179,18500,23417,16,0,0
4180,16875,22083,16,0,0
4181,17000,21875,16,0,0
4182,16542,22042,16,0,0
4183,18375,22959,16,0,0
4184,17709,23834,16,0,0
4185,17500,22750,16,0,0
4186,20333,25791,16,0,0
4187,20500,25750,16,0,0
4188,18792,23958,16,0,0
4189,19791,25750,16,0,0
4190,18584,23833,16,0,0
4191,18167,22959,16,0,0
4192,19041,25417,16,0,0
4193,17541,22917,16,0,0
4194,17750,23375,16,0,0
4195,17583,23208,16,0,0
4196,20209,24917,16,0,0
4197,20750,26208,16,0,0
4198,18709,24292,16,0,0
4199,19875,25209,16,0,0
4200,18042,23666,16,0,0
4201,19541,24541,16,0,0
4202,17625,22709,16,0,0
4203,18458,23834,16,0,0
4204,17583,23209,16,0,0
4205,17958,23625,16,0,0
4206,17875,23334,16,0,0
4207,19500,25458,16,0,0
4208,19333,24458,16,0,0
4209,17792,23625,16,0,0
4210,18083,23167,16,0,0
4211,17625,22834,16,0,0
4212,18209,23166,16,0,0
4213,20500,25416,16,0,0
4214,17750,22667,16,0,0
4215,16625,21792,16,0,0
4216,17334,23208,16,0,0
4217,17667,22834,16,0,0
4218,17666,23084,16,0,0
4219,21958,28000,16,0,0
4220,18333,23959,16,0,0
4221,20583,25542,16,0,0
4222,18208,23750,16,0,0
4223,19958,25167,16,0,0
4224,19167,24750,16,0,0
4225,18917,24083,16,0,0
4226,17250,23167,16,0,0
4227,19000,24416,16,0,0
4228,19500,24375,16,0,0
4229,18083,23167,16,0,0
4230,20167,25750,16,0,0
4231,21125,27000,16,0,0
4232,19334,25375,16,0,0
4233,22459,28208,16,0,0
4234,19084,24000,16,0,0
4235,18500,23875,16,0,0
4236,18042,23166,16,0,0
4237,19542,25000,16,0,0
4238,19875,25583,16,0,0
4239,21209,27083,16,0,0
4240,20375,25542,16,0,0
4241,20583,25958,16,0,0
4242,22125,27625,16,0,0
4243,21584,26791,16,0,0
4244,18917,25250,16,0,0
4245,19917,24708,16,0,0
4246,18750,25083,16,0,0
4247,16292,22042,16,0,0
4248,16792,21833,16,0,0
4249,17708,23250,16,0,0
4250,19750,24541,16,0,0
4251,19875,24500,16,0,0
4252,20750,25792,16,0,0
4253,22833,27959,16,0,0
4254,22542,29417,16,0,0
4255,16000,21083,16,0,0
4256,20834,26000,16,0,0
4257,20334,25459,16,0,0
4258,22333,27916,16,0,0
4259,20750,26458,16,0,0
4260,20416,26167,16,0,0
4261,20708,25875,16,0,0
4262,19625,25208,16,0,0
4263,22667,28166,16,0,0
4264,19834,25417,16,0,0
4265,21334,26458,16,0,0
4266,20834,26500,16,0,0
4267,19959,25500,16,0,0
4268,22708,28042,16,0,0
4269,20125,24791,16,0,0
4270,18958,24375,16,0,0
4271,22667,28292,16,0,0
4272,21958,27042,16,0,0
4273,20667,26292,16,0,0
4274,22875,28292,16,0,0
4275,21166,26542,16,0,0
4276,21375,27459,16,0,0
4277,21084,26208,16,0,0
4278,22291,27500,16,0,0
4279,18917,24083,16,0,0
4280,19917,25125,16,0,0
4281,20750,26625,16,0,0
4282,20083,25125,16,0,0
4283,23500,28666,16,0,0
4284,19917,25375,16,0,0
4285,20917,27167,16,0,0
4286,19750,25291,16,0,0
4287,21166,27417,16,0,0
4288,19375,24667,16,0,0
4289,16292,21334,16,0,0
4290,17208,23167,16,0,0
4291,17708,22292,16,0,0
4292,18291,24083,16,0,0
4293,22459,28084,16,0,0
4294,19250,25750,16,0,0
4295,19750,24917,16,0,0
4296,22750,28042,16,0,0
4297,21375,26375,16,0,0
4298,19791,25625,16,0,0
4299,19250,25416,16,0,0
4300,19292,24750,16,0,0
4301,19791,25875,16,0,0
4302,20500,25666,16,0,0
4303,18208,23208,16,0,0
4304,18875,23709,16,0,0
4305,20541,25792,16,0,0
4306,21209,27167,16,0,0
4307,22458,28625,16,0,0
4308,21334,27083,16,0,0
4309,22208,27125,16,0,0
4310,19959,25042,16,0,0
4311,20166,25833,16,0,0
4312,19917,24917,16,0,0
4313,21625,27291,16,0,0
4314,20125,26000,16,0,0
4315,23625,31792,16,0,0
4316,22916,29625,16,0,0
4317,16625,22041,16,0,0
4318,21458,27458,16,0,0
4319,20459,25833,16,0,0
4320,21708,26834,16,0,0
4321,19750,26334,16,0,0
4322,18291,23792,16,0,0
4323,13750,18417,16,0,0
4324,13708,18500,16,0,0
4325,13458,17959,16,0,0
4326,13041,17583,16,0,0
4327,13042,17417,16,0,0
4328,13125,17625,16,0,0
4329,17917,23708,16,0,0
4330,14041,19458,16,0,0
4331,13834,18417,16,0,0
4332,13167,17667,16,0,0
4333,13292,17833,16,0,0
4334,13542,18125,16,0,0
4335,13291,17917,16,0,0
4336,13334,17875,16,0,0
4337,13208,17750,16,0,0
4338,13291,17792,16,0,0
4339,13208,17709,16,0,0
4340,13542,18042,16,0,0
4341,13125,17666,16,0,0
4342,13458,17875,16,0,0
4343,13541,18083,16,0,0
4344,13584,18125,16,0,0
4345,13167,17708,16,0,0
4346,13625,18167,16,0,0
4347,13500,18000,16,0,0
4348,13541,18042,16,0,0
4349,13458,18042,16,0,0
